"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
Business,91,Box,"Profile (ACF Field)","Effinger, Alexander Lyle (Field: cv_link)",https://uofi.box.com/v/CV-AlexanderEffinger-2024,https://business.uic.edu/profiles/effinger-alexander/
Business,91,Box,"Profile (ACF Field)","Liu, Chang (Field: cv_link)",https://uofi.box.com/v/CV-ChangLiu-2024,https://business.uic.edu/profiles/liu-chang-2/
Business,91,Box,"Profile (ACF Field)","Sturt, Brad (Field: cv_link)",https://uofi.box.com/v/CV-BradleySturt-2024,https://business.uic.edu/profiles/sturt-brad/
Business,91,Box,"Profile (ACF Field)","Zufarov, Rustam (Field: cv_link)",https://uofi.box.com/v/CV-RustamZufarov,https://business.uic.edu/profiles/zufarov-rustam/
Business,91,Box,"Profile (ACF Field)","Trujillo Torres, Lez (Field: cv_link)",https://uofi.box.com/v/CV-LezTrujilloTorres-2023,https://business.uic.edu/profiles/trujillo-torres-lez/
Business,91,Box,"Profile (ACF Field)","Zhang, Jingyu (Field: cv_link)",https://uofi.box.com/v/CV-JingyuZhang-2024,https://business.uic.edu/profiles/zhang-jingyu/
Business,91,Box,"Profile (ACF Field)","Lord, Morgan (Field: cv_link)",https://uofi.box.com/v/CV-MorganLord-2020,https://business.uic.edu/profiles/morgan-lord/
Business,91,Box,"Profile (ACF Field)","Genc, Egemen (Field: cv_link)",https://uofi.box.com/v/CV-EgemenGenc-2020,https://business.uic.edu/profiles/genc-egemen/
Business,91,Box,"Profile (ACF Field)","Saka, Serkan (Field: cv_link)",https://uofi.box.com/v/CV-SerkanSaka-2023,https://business.uic.edu/profiles/saka-serkan/
Business,91,Box,"Profile (ACF Field)","Yuan, Zhenyu (Field: cv_link)",https://uofi.box.com/v/CV-ZhenyuYuan-2023,https://business.uic.edu/profiles/yuan-zhenyu/
Business,91,Box,"Profile (ACF Field)","Callahan, Conor (Field: cv_link)",https://uofi.box.com/v/CV-ConorCallahan-2025,https://business.uic.edu/profiles/callahan-conor/
Business,91,Box,"Profile (ACF Field)","Puranik, Harshad (Field: cv_link)",https://uofi.box.com/v/CV-HarshadPuranik-2025,https://business.uic.edu/profiles/puranik-harshad/
Business,91,Box,"Profile (ACF Field)","Farre-Mensa, Joan (Field: cv_link)",https://uofi.box.com/v/CV-JoanFarre-Mensa-2025,https://business.uic.edu/profiles/farre-mensa-joan/
Business,91,Box,"Profile (ACF Field)","Demyanyk, Yuliya (Field: cv_link)",https://uofi.box.com/v/CV-YuliyaDemyanyk-2022,https://business.uic.edu/profiles/demyanyk-yuliya/
Business,91,Box,"Profile (ACF Field)","Hanson, Andrew (Field: cv_link)",https://uofi.box.com/v/CV-AndrewHanson-2022,https://business.uic.edu/profiles/hanson-andrew/
Business,91,Box,"Profile (ACF Field)","Patrick, Paige H. (Field: cv_link)",https://uofi.box.com/v/CV-PaigePatrick-2022,https://business.uic.edu/profiles/patrick-paige/
Business,91,Box,"Profile (ACF Field)","Badoer, Dominique (Field: cv_link)",https://uofi.box.com/v/CV-DominiqueBadoer-2024,https://business.uic.edu/profiles/badoer-dominique/
Business,91,Box,"Profile (ACF Field)","Lopez, Luis A. (Field: cv_link)",https://uofi.box.com/v/CV-LuisLopez-2023,https://business.uic.edu/profiles/lopez-luis/
Business,91,Box,"Profile (ACF Field)","Duhachek, Adam (Field: cv_link)",https://uofi.box.com/v/CV-AdamDuhachek-2022,https://business.uic.edu/profiles/duhachek-adam/
Business,91,Box,"Profile (ACF Field)","Mikhail, Michael (Field: cv_link)",https://uofi.box.com/v/CV-MichaelMikhail-2022,https://business.uic.edu/profiles/mikhail-michael/
Business,91,Box,"Profile (ACF Field)","Karsaklian, Eliane (Field: cv_link)",https://uofi.box.com/v/CV-ElianeKarsaklian-2021,https://business.uic.edu/profiles/eliane-karsaklian/
Business,91,Box,"Profile (ACF Field)","Hogan, Daniel (Field: cv_link)",https://uofi.box.com/v/CV-DanHogan-2020,https://business.uic.edu/profiles/hogan-daniel/
Business,91,Box,"Profile (ACF Field)","Anderson, Stephanie (Field: cv_link)",https://uofi.box.com/v/CV-StephanieAnderson-2020,https://business.uic.edu/profiles/anderson-stephanie/
Business,91,Box,"Profile (ACF Field)","Hart, Daphne (Field: cv_link)",https://uofi.box.com/v/CV-DaphneHart-2021,https://business.uic.edu/profiles/hart-daphne/
Business,91,Box,"Profile (ACF Field)","Sikes, Stephanie (Field: cv_link)",https://uofi.box.com/v/CV-StephanieSikes-2021,https://business.uic.edu/profiles/sikes-stephanie/
Business,91,Box,"Profile (ACF Field)","Park, Sujin (Field: cv_link)",https://uofi.box.com/v/CV-SujinPark-2024,https://business.uic.edu/profiles/park-sujin/
Business,91,Box,"Profile (ACF Field)","Parker, Jeffrey R. (Field: cv_link)",https://uofi.box.com/v/CV-JeffreyParker-2024,https://business.uic.edu/profiles/parker-jeffrey/
Business,91,Box,"Profile (ACF Field)","Zabotina, Tatiana V. (Field: cv_link)",https://uofi.box.com/v/CV-TatianaZabotina-2020,https://business.uic.edu/profiles/zabotina-tatiana-v/
Business,91,Box,"Profile (ACF Field)","McMillen, Daniel (Field: cv_link)",https://uofi.box.com/v/CV-DanielMcMillen-2020,https://business.uic.edu/profiles/mcmillen-dan/
Business,91,Box,"Profile (ACF Field)","Golubeva, Janya (Field: cv_link)",https://uofi.box.com/v/CV-Golubeva-2025,https://business.uic.edu/profiles/janya-golubeva/
Business,91,Box,"Profile (ACF Field)","Zhong, Rong (Irene) (Field: cv_link)",https://uofi.box.com/v/CV-RongIreneZhong-2024,https://business.uic.edu/profiles/zhong-rong-irene/
Business,91,Box,"Profile (ACF Field)","Zhang, Lan (Field: cv_link)",https://uofi.box.com/v/CV-LanZhang-2021,https://business.uic.edu/profiles/lan-zhang/
Business,91,Box,"Profile (ACF Field)","Westland, James Christopher (Field: cv_link)",https://uofi.box.com/v/CV-JChristopherWestland-2023,https://business.uic.edu/profiles/westland-james-christopher/
Business,91,Box,"Profile (ACF Field)","Wayne, Sandy J. (Field: cv_link)",https://uofi.box.com/v/CV-SandyWayne-2021,https://business.uic.edu/profiles/sandy-j-wayne/
Business,91,Box,"Profile (ACF Field)","Watson-Manheim, Mary Beth (Field: cv_link)",https://uofi.box.com/v/CV-MaryBethWatsonManheim-2018,https://business.uic.edu/profiles/mary-beth-watson-manheim/
Business,91,Box,"Profile (ACF Field)","Warner, Kimmie (Field: cv_link)",https://uofi.box.com/v/CV-KimberlyWarner-2018,https://business.uic.edu/profiles/kimmie-warner/
Business,91,Box,"Profile (ACF Field)","Wang, Jie (Field: cv_link)",https://uofi.box.com/v/CV-JieWang-2024,https://business.uic.edu/profiles/jie-wang/
Business,91,Box,"Profile (ACF Field)","Tulabandhula, Theja (Field: cv_link)",https://uofi.box.com/v/CV-ThejaTulabandhula-Oct2024,https://business.uic.edu/profiles/theja-tulabandhula/
Business,91,Box,"Profile (ACF Field)","Tarasievich, Renata (Field: cv_link)",https://uofi.box.com/v/CV-RenataTarasievich-2022,https://business.uic.edu/profiles/renata-tarasievich/
Business,91,Box,"Profile (ACF Field)","Tafti, Ali (Field: cv_link)",https://uofi.box.com/s/wpxf29u9lcckvp1u7pz5k7abbucgmjk8,https://business.uic.edu/profiles/ali-tafti/
Business,91,Box,"Profile (ACF Field)","Sparks, John (Field: cv_link)",https://uofi.box.com/v/CV-JohnSparks-2018,https://business.uic.edu/profiles/john-sparks/
Business,91,Box,"Profile (ACF Field)","Souri, Ranjit (Field: cv_link)",https://uofi.box.com/v/CV-RanjitSouri-2024,https://business.uic.edu/profiles/ranjit-souri/
Business,91,Box,"Profile (ACF Field)","Soheili, Negar (Field: cv_link)",https://uofi.box.com/v/CV-NegarSoheili-2024,https://business.uic.edu/profiles/negar-soheili/
Business,91,Box,"Profile (ACF Field)","Shrader, Rodney (Field: cv_link)",https://uofi.box.com/v/CV-RodneyShrader-2018,https://business.uic.edu/profiles/rodney-shrader/
Business,91,Box,"Profile (ACF Field)","Shanley, Mark (Field: cv_link)",https://uofi.box.com/v/CV-MarkShanley-2018,https://business.uic.edu/profiles/mark-shanley/
Business,91,Box,"Profile (ACF Field)","Scully, George (Field: cv_link)",https://uofi.box.com/v/CV-GeorgeScully-2018,https://business.uic.edu/profiles/george-scully/
Business,91,Box,"Profile (ACF Field)","Sclove, Stanley (Field: cv_link)",https://uofi.box.com/v/CV-StanleySclove-2021,https://business.uic.edu/profiles/stanley-sclove/
Business,91,Box,"Profile (ACF Field)","Savoy, Steven (Field: cv_link)",https://uofi.box.com/v/CV-StevenSavoy-2021,https://business.uic.edu/profiles/steven-savoy/
Business,91,Box,"Profile (ACF Field)","Salama, Yehia (Field: cv_link)",https://uofi.box.com/v/CV-YehiaSalama-2018,https://business.uic.edu/profiles/salama-yehia/
Business,91,Box,"Profile (ACF Field)","Rodriguez, Paul (Field: cv_link)",https://uofi.box.com/v/CV-PaulRodriguez-2024,https://business.uic.edu/profiles/rodriguez-paul/
Business,91,Box,"Profile (ACF Field)","Raval, Vivek (Field: cv_link)",https://uofi.box.com/v/CV-VivekRaval-2025,https://business.uic.edu/profiles/raval-vivek/
Business,91,Box,"Profile (ACF Field)","Pandit, Shailendra (Shail) (Field: cv_link)",https://uofi.box.com/v/CV-ShailPandit-2024,https://business.uic.edu/profiles/pandit-shailendra-shail/
Business,91,Box,"Profile (ACF Field)","Pagano, Anthony (Field: cv_link)",https://uofi.box.com/v/CV-AnthonyPagano-2018,https://business.uic.edu/profiles/anthony-pagano/
Business,91,Box,"Profile (ACF Field)","Ozdogru, Unsal (Field: cv_link)",https://uofi.box.com/v/CV-UnsalOzdogru-2023,https://business.uic.edu/profiles/unsal-ozdogru/
Business,91,Box,"Profile (ACF Field)","Ouksel, Aris (Field: cv_link)",https://uofi.box.com/v/CV-ArisOuksel-2018,https://business.uic.edu/profiles/aris-ouksel/
Business,91,Box,"Profile (ACF Field)","O&#8217;Brien, William (Field: cv_link)",https://uofi.box.com/v/CV-WilliamOBrien-2022,https://business.uic.edu/profiles/obrien-william/
Business,91,Box,"Profile (ACF Field)","Nekrasov, Alexander (Field: cv_link)",https://uofi.box.com/v/CV-Alex-Nekrasov,https://business.uic.edu/profiles/alexander-nekrasov/
Business,91,Box,"Profile (ACF Field)","Nadarajah, Selva (Field: cv_link)",https://uofi.box.com/v/CV-SelvaNadarajah-2022,https://business.uic.edu/profiles/selva-nadarajah/
Business,91,Box,"Profile (ACF Field)","Murphy, Dermot (Field: cv_link)",https://uofi.box.com/v/CV-DermotMurphy-2023,https://business.uic.edu/profiles/murphy-dermot/
Business,91,Box,"Profile (ACF Field)","Moon, Kim (Field: cv_link)",https://uofi.box.com/v/CV-KimMoon-2019,https://business.uic.edu/profiles/kim-moon/
Business,91,Box,"Profile (ACF Field)","Miller, Michael (Field: cv_link)",https://uofi.box.com/v/CV-MichaelMiller-2020,https://business.uic.edu/profiles/michael-miller/
Business,91,Box,"Profile (ACF Field)","Martin, Melissa (Field: cv_link)",https://uofi.box.com/v/CV-MelissaMartin-2025,https://business.uic.edu/profiles/martin-melissa/
Business,91,Box,"Profile (ACF Field)","Malter, Alan (Field: cv_link)",https://uofi.box.com/v/CV-AlanMalter-2021,https://business.uic.edu/profiles/alan-malter/
Business,91,Box,"Profile (ACF Field)","Weidemanis Mägi, Anne (Field: cv_link)",https://uofi.box.com/v/CV-AnneMagi-2018,https://business.uic.edu/profiles/anne-magi/
Business,91,Box,"Profile (ACF Field)","Lynch, John Wiley (Field: cv_link)",https://uofi.box.com/v/CV-JohnLynch-2022,https://business.uic.edu/profiles/john-lynch/
Business,91,Box,"Profile (ACF Field)","Lu, Yingda (Field: cv_link)",https://uofi.box.com/v/CV-YingdaLu-2023,https://business.uic.edu/profiles/yingda-lu/
Business,91,Box,"Profile (ACF Field)","Liotine, Matt (Field: cv_link)",https://uofi.box.com/v/CV-MatthewLiotine-2018,https://business.uic.edu/profiles/matt-liotine/
Business,91,Box,"Profile (ACF Field)","Liden, Robert C. (Field: cv_link)",https://uofi.box.com/v/CV-RobertLiden-2025,https://business.uic.edu/profiles/robert-c-liden/
Business,91,Box,"Profile (ACF Field)","Kamble, Vijay (Field: cv_link)",https://uofi.box.com/v/CV-VijayKamble-2022,https://business.uic.edu/profiles/vijay-kamble/
Business,91,Box,"Profile (ACF Field)","Judd, J. Scott (Field: cv_link)",https://uofi.box.com/v/CV-JScottJudd-2021,https://business.uic.edu/profiles/j-scott-judd/
Business,91,Box,"Profile (ACF Field)","Jastrzebski, Ronald (Field: cv_link)",https://uofi.box.com/v/CV-RonaldJastrzebski-2021,https://business.uic.edu/profiles/ronald-jastrzebski/
Business,91,Box,"Profile (ACF Field)","Razi, Sajna (Field: cv_link)",https://uofi.box.com/v/CV-SanjaRazi-2022,https://business.uic.edu/profiles/sajna-razi/
Business,91,Box,"Profile (ACF Field)","Guo, Re-Jin (Field: cv_link)",https://uofi.box.com/v/CV-Re-JinGuo-2018,https://business.uic.edu/profiles/re-jin-guo/
Business,91,Box,"Profile (ACF Field)","Gal, David (Field: cv_link)",https://uofi.box.com/v/CV-DavidGal-2023,https://business.uic.edu/profiles/david-gal/
Business,91,Box,"Profile (ACF Field)","Engel, Ellen (Field: cv_link)",https://uofi.box.com/v/CV-EllenEngel-2023,https://business.uic.edu/profiles/ellen-engel/
Business,91,Box,"Profile (ACF Field)","DeBerry-Spence, Benét (Field: cv_link)",https://uofi.box.com/v/CV-BenetDeBerrySpence-2023,https://business.uic.edu/profiles/benet-deberry-spence/
Business,91,Box,"Profile (ACF Field)","Das, Somnath (Field: cv_link)",https://uofi.box.com/v/CV-SomnathDas-2024,https://business.uic.edu/profiles/somnath-das/
Business,91,Box,"Profile (ACF Field)","Cui, Anna (Field: cv_link)",https://uofi.box.com/v/CV-AnnaShaojieCui-2021,https://business.uic.edu/profiles/anna-cui/
Business,91,Box,"Profile (ACF Field)","Cooper, James Wesley (Field: cv_link)",https://uofi.box.com/v/CV-JamesCooper-2023,https://business.uic.edu/profiles/james-cooper/
Business,91,Box,"Profile (ACF Field)","Chirinko, Robert (Field: cv_link)",https://uofi.box.com/v/CV-RobertChirinko-2025,https://business.uic.edu/profiles/robert-chirinko/
Business,91,Box,"Profile (ACF Field)","Chen, Jason V. (Field: cv_link)",https://uofi.box.com/v/CV-JasonVChen-2024,https://business.uic.edu/profiles/jason-v-chen/
Business,91,Box,"Profile (ACF Field)","Chen, Hsiu-Lang (Field: cv_link)",https://uofi.box.com/v/CV-Hsiu-LangChen-2025,https://business.uic.edu/profiles/hsiu-lang-chen/
Business,91,Box,"Profile (ACF Field)","Chen, Boxiao Beryl (Field: cv_link)",https://uofi.box.com/s/v33fwb3xuqn48cx610g4m7vhjt6yuy9t,https://business.uic.edu/profiles/boxiao-beryl-chen/
Business,91,Box,"Profile (ACF Field)","Chandrasekaran, Ranganathan (Field: cv_link)",https://uofi.box.com/v/CV-RangaChandrasekaran-2020,https://business.uic.edu/profiles/chandrasekaran-ranganathan/
Business,91,Box,"Profile (ACF Field)","Brickson, Shelley (Field: cv_link)",https://uofi.box.com/v/CV-ShelleyBrickson-2022,https://business.uic.edu/profiles/brickson-shelley/
Business,91,Box,"Profile (ACF Field)","Bondarenko, Oleg (Field: cv_link)",https://uofi.box.com/v/CV-OlegBondarenko-2018,https://business.uic.edu/profiles/bondarenko-oleg/
Business,91,Box,"Profile (ACF Field)","Bodnaruk, Andriy (Field: cv_link)",https://uofi.box.com/v/CV-AndriyBodnaruk-2021,https://business.uic.edu/profiles/andriy-bodnaruk/
Business,91,Box,"Profile (ACF Field)","Bhattacharyya, Sid (Field: cv_link)",https://uofi.box.com/v/CV-SidBhattacharyya-2018,https://business.uic.edu/profiles/bhattacharyya-sid/
Business,91,Box,"Profile (ACF Field)","Balachandran, Sudhakar (Sid) (Field: cv_link)",https://uofi.box.com/v/CV-SudhakarBalachandran-2018,https://business.uic.edu/profiles/sudhakar-sid-balachandran/
Business,91,Box,"Profile (ACF Field)","Bakke, Tor-Erik (Field: cv_link)",https://uofi.box.com/v/CV-TorErikBakke-2021,https://business.uic.edu/profiles/bakke-tor-erik/
Business,91,Box,"Profile (ACF Field)","Arslan-Ayaydin, Özgür (Field: cv_link)",https://uofi.box.com/v/CV-OzgurArslanAyaydin-2022,https://business.uic.edu/profiles/arslan-ayaydin-ozgur/
Business,91,Box,"Profile (ACF Field)","Akbas, Ferhat (Field: cv_link)",https://uofi.box.com/v/CV-FerhatAkbas-2024,https://business.uic.edu/profiles/akbas-ferhat/
Business,91,Box,"Profile (ACF Field)","Kirschenheiter, Michael (Field: cv_link)",https://uofi.box.com/v/CV-MichaelKirschenheiter-2018,https://business.uic.edu/profiles/michael-kirschenheiter/
"Academic Programs",95,Box,"Page (ACF Field)","Change in Program Delivery or Location (Field: intro_text_body)",https://uofi.app.box.com/s/sza0pbvxnoqevo9nidsza3lze0idk6g0,https://academicprograms.uic.edu/programs/delivery-or-location/
"Academic Programs",95,Box,"Page (ACF Field)","Timeline (Field: intro_text_body)",https://uofi.box.com/s/2kvv93gwsoyw26vjhgdkz2vo3hu1nfa5,https://academicprograms.uic.edu/timeline/
"Academic Programs",95,Box,"Page (ACF Field)","Centers and Institutes (Field: intro_text_body)",https://uofi.box.com/s/ver5h9gdphho37vpiaat8asxh2lnqnqq,https://academicprograms.uic.edu/units/centers/
"Academic Programs",95,Box,"Page (ACF Field)","Centers and Institutes (Field: intro_text_body)",https://uofi.box.com/s/rblkzvpm6n98d5aww40drz6optsgs29v,https://academicprograms.uic.edu/units/centers/
"Academic Programs",95,Box,"Page (ACF Field)","Course Subjects (Field: intro_text_body)",https://uofi.box.com/s/6yrgq4oe4c2fr5tj1nqoh1yumg0p6qe7,https://academicprograms.uic.edu/programs/course-subjects/
"Academic Programs",95,Box,"Page (ACF Field)","CRS Course Form and Instructions (Field: intro_text_body)",https://uofi.app.box.com/s/vexpzp2wcklew5b8drigzsx6y2t5gby8,https://academicprograms.uic.edu/courses/course-resources/crs-instructions/
"Academic Programs",95,Box,"Page (ACF Field)","CRS Course Form and Instructions (Field: intro_text_body)",https://uofi.box.com/s/5xgx0s8mqyp5jynbavqmtm3oki3k56mg,https://academicprograms.uic.edu/courses/course-resources/crs-instructions/
"Academic Programs",95,Box,"Page (ACF Field)","Course Request System (Field: intro_text_body)",https://uofi.box.com/s/16cyypi289lz97raz9crekm1g6htuo4z,https://academicprograms.uic.edu/courses/course-request-system/
"Academic Programs",95,Box,"Page (ACF Field)","Course Request System (Field: intro_text_body)",https://uofi.box.com/s/kl8ztd5iffboyyw8wrrpocyebggyox6f,https://academicprograms.uic.edu/courses/course-request-system/
"Academic Programs",95,Box,"Page (ACF Field)","Course Request System (Field: intro_text_body)",https://uofi.box.com/s/vexpzp2wcklew5b8drigzsx6y2t5gby8,https://academicprograms.uic.edu/courses/course-request-system/
"Academic Programs",95,PDF,"Page (ACF Field)","IPEDS Degree Definitions (Field: intro_text_body)",https://surveys.nces.ed.gov/ipeds/Downloads/Forms/IPEDSGlossary.pdf,https://academicprograms.uic.edu/resources/ipeds/
"Academic Programs",95,PDF,"Page (ACF Field)","Degrees (Field: intro_text_body)",https://www.ibhe.org/assets/files/PublicAdminRules2017.pdf,https://academicprograms.uic.edu/programs/degrees/
"Academic Programs",95,PDF,"Page (ACF Field)","Codes &amp; Reports (Field: intro_text_body)",https://www.ice.gov/sites/default/files/documents/Document/2016/stem-list.pdf,https://academicprograms.uic.edu/resources/code-reports/
"Senate Committee on Educational Policy",97,Box,"Page (ACF Field)","2007-2012 (Field: intro_text_body)",https://uofi.box.com/s/cv4m9j3q40fvy0liihs3xn20mxautf56,https://senateedpolicy.uic.edu/src/src-proposal-archive/2007-2012/
"Senate Committee on Educational Policy",97,Box,"Page (ACF Field)","2007-2012 (Field: intro_text_body)",https://uofi.box.com/s/4gqslota5a6dkx81nkhqh5hquvw8jzma,https://senateedpolicy.uic.edu/src/src-proposal-archive/2007-2012/
"Wellness Center",100,PDF,"Page (ACF Field)","Sun Safety (Field: intro_text_body)",https://www.hhs.gov/sites/default/files/call-to-action-prevent-skin-cancer.pdf,https://wellnesscenter.uic.edu/self-care-resources/university-of-illinois-chicago-ultraviolet-protection-initiative/
"Wellness Center",100,PDF,"Page (ACF Field)","E-Scooters On-Campus (Field: intro_text_body)",https://dos.uic.edu/wp-content/uploads/sites/262/2020/01/DOS_Student-Disciplinary-Policy-2020.pdf,https://wellnesscenter.uic.edu/policies/e-scooter/
"Wellness Center",100,PDF,"Page (ACF Field)","E-Scooters On-Campus (Field: intro_text_body)",http://police.uic.edu/wp-content/uploads/sites/25/2021/01/Skateboard-and-Scooter-Dock-Locations.pdf,https://wellnesscenter.uic.edu/policies/e-scooter/
"Wellness Center",100,PDF,"Page (ACF Field)","E-Scooters On-Campus (Field: intro_text_body)",http://police.uic.edu/wp-content/uploads/sites/25/2021/01/SkateDock-Board-and-Scooter-Rack-Info-Sheet-with-Specs.pdf,https://wellnesscenter.uic.edu/policies/e-scooter/
"Wellness Center",100,PDF,"Page (ACF Field)","Relationships and Sex (Field: intro_text_body)",http://wellnesscenter.uic.edu/wp-content/uploads/sites/100/2021/12/When-You-Are-Ready.-People-and-Place-for-info-and-support.pdf,https://wellnesscenter.uic.edu/resources-and-services/sexual-health/
"Neighborhoods + Health",103,PDF,"Page (ACF Field)","Additional Projects (Field: intro_text_body)",http://neighborhoodsandhealth.uic.edu/wp-content/uploads/sites/103/2018/02/Jones_OSMPilot_ForPosting-1.pdf,https://neighborhoodsandhealth.uic.edu/projects/additional-projects/
"Office of International Services",105,PDF,"News (ACF Field)","SEVP Ends COVID-19 Flexibilities for 2023-24 Academic Year (Field: intro_text_body)",https://www.ice.gov/doclib/sevis/pdf/bcm2305-04.pdf,https://ois.uic.edu/news-stories/sevp-ends-covid-19-flexibilities-for-2023-24-academic-year/
"Office of International Services",105,PDF,"News (ACF Field)","International Student Enrollment and Status Requirements for Fall 2022 (Field: intro_text_body)",https://www.ice.gov/doclib/coronavirus/covid19faq.pdf,https://ois.uic.edu/news-stories/international-student-enrollment-and-status-requirements-for-fall-2022/
"Office of International Services",105,PDF,"News (ACF Field)","White House Acts to Expand and Strengthen Pathways for Internationals in STEM Fields (Field: intro_text_body)",https://educationusa.state.gov/sites/default/files/intl_ed_joint_statement.pdf,https://ois.uic.edu/news-stories/white-house-acts-to-expand-and-strengthen-pathways-for-internationals-in-stem-fields/
"Office of International Services",105,PDF,"News (ACF Field)","SEVP Extends Temporary COVID-19 Guidance through 2021-22 Academic Year (Field: intro_text_body)",https://www.ice.gov/doclib/sevis/pdf/bcm2104-05.pdf,https://ois.uic.edu/news-stories/sevp-extends-temporary-covid-19-guidance-through-2021-22-academic-year/
"Office of International Services",105,PDF,"News (ACF Field)","Court Orders Halt to DHS and DOL Interim Final Rules Impacting H-1B and PERM Matters (Field: intro_text_body)",https://www.courtlistener.com/recap/gov.uscourts.cand.367484/gov.uscourts.cand.367484.73.0.pdf,https://ois.uic.edu/news-stories/court-orders-halt-to-dhs-and-dol-interim-final-rules-impacting-h-1b-and-perm-matters/
"Office of International Services",105,PDF,"Page (ACF Field)","Social Security Number &amp; ITIN (Field: intro_text_body)",https://www.ssa.gov/pubs/EN-05-10096.pdf,https://ois.uic.edu/life-at-uic/practical-matters/social-security-number-and-itin/
"Graduate Student Council",106,PDF,"Event (ACF Field)","Self Discovery with Michael McNicholas, CTRS (Field: description)",https://gradstudentcouncil.uic.edu/wp-content/uploads/sites/106/2022/04/Wellness-Inside-Out.pdf,https://gradstudentcouncil.uic.edu/events/self-discovery-with-michael-mcnicholas-ctrs/
"Graduate Student Council",106,PDF,"Page (ACF Field)","Anti-Racism Resources (Field: intro_text_body)",https://counseling.uic.edu/wp-content/uploads/sites/329/2020/06/20.6.5-Counseling-Center-E-Newsletter.pdf,https://gradstudentcouncil.uic.edu/representative-resources/anti-racism-resources/
"Computer Science",110,Box,"Profile (ACF Field)","Papka, Michael E. (Field: cv_link)",https://uofi.box.com/s/7zbplfdo8r8hmhiu4b2j8nftwo9kxgnr,https://cs.uic.edu/profiles/papka-michael/
"Computer Science",110,Box,"Profile (ACF Field)","Reckinger, Shanon (Field: cv_link)",https://www.dropbox.com/s/eog7g9unu0g1y2e/CV_ReckingerShanon.pdf?dl=0,https://cs.uic.edu/profiles/shanon-reckinger/
"Computer Science",110,Box,"Profile (ACF Field)","Mansky, William (Field: about)",https://uofi.box.com/s/3a881hx6315v63dmlocpvdtfa7xts3es,https://cs.uic.edu/profiles/william-mansky/
"Computer Science",110,Box,"Profile (ACF Field)","Sloan, Robert (Field: cv_link)",https://uofi.box.com/v/RHSloanCV2021,https://cs.uic.edu/profiles/robert-sloan/
"Computer Science",110,Box,"Profile (ACF Field)","Marai, G. Elisabeta (Field: about)",https://uofi.box.com/s/hsgvw27vygt6izv9ewt0wcuhhkbih2z5,https://cs.uic.edu/profiles/g-marai/
"Computer Science",110,PDF,"Profile (ACF Field)","Kumar, Sidharth (Field: cv_link)",https://sidharthkumar.io/publications/Sidharth_kumar_CV.pdf,https://cs.uic.edu/profiles/kumar-sidharth/
"Computer Science",110,PDF,"Profile (ACF Field)","Kerne, Andruid (Field: cv_link)",https://ecologylab.net/people/andruid/cv/andruidCV.pdf,https://cs.uic.edu/profiles/kerne-andruid/
"Computer Science",110,PDF,"Profile (ACF Field)","Miranda, Fabio (Field: cv_link)",https://fmiranda.me/fabio_miranda_cv.pdf,https://cs.uic.edu/profiles/miranda-fabio/
"Computer Science",110,PDF,"Page (ACF Field)","CS Undergrad Employee Timesheet Info (Field: intro_text_body)",https://www.cs.uic.edu/~grad/Student_Time_Sheet.pdf,https://cs.uic.edu/cs-undergrad-employee-time-sheet-info-2/
"Computer Science",110,PDF,"Page (ACF Field)","CS Undergrad Employee Timesheet Info (Field: intro_text_body)",https://www.cs.uic.edu/~grad/Student_Time_Sheet_Fillable.pdf,https://cs.uic.edu/cs-undergrad-employee-time-sheet-info-2/
"Computer Science",110,PDF,"Page (ACF Field)","CS Undergrad Employee Timesheet Info (Field: intro_text_body)",https://www.cs.uic.edu/~grad/Sample_TimeSheet.pdf,https://cs.uic.edu/cs-undergrad-employee-time-sheet-info-2/
"Computer Science",110,PDF,"Profile (ACF Field)","Lyons, Leilah (Field: about)",http://professionals.collegeboard.com/profdownload/cbscs-science-standards-2009.pdf,https://cs.uic.edu/profiles/leilah-lyons/
"Computer Science",110,PDF,"Profile (ACF Field)","Reckinger, Shanon (Field: cv_link)",https://www.dropbox.com/s/eog7g9unu0g1y2e/CV_ReckingerShanon.pdf?dl=0,https://cs.uic.edu/profiles/shanon-reckinger/
"Computer Science",110,PDF,"Profile (ACF Field)","Parde, Natalie (Field: cv_link)",http://www.natalieparde.com/files/cv.pdf,https://cs.uic.edu/profiles/natalie-parde/
"Computer Science",110,PDF,"Profile (ACF Field)","Sloan, Robert (Field: about)",http://cs.uic.edu/wp-content/uploads/sites/110/2024/02/SloanWhy_Computer_Science_To_Appear.pdf,https://cs.uic.edu/profiles/robert-sloan/
"Computer Science",110,PDF,"Profile (ACF Field)","Sistla, Aravinda Prasad (Field: about)",http://cs.uic.edu/wp-content/uploads/sites/110/2024/04/vitae.pdf,https://cs.uic.edu/profiles/prasad-sistla/
"Computer Science",110,PDF,"Profile (ACF Field)","Buy, Ugo (Field: cv_link)",http://cs.uic.edu/wp-content/uploads/sites/110/2018/06/UBuyresume_2023.pdf,https://cs.uic.edu/profiles/ugo-buy/
"UIC Artificial Intelligence Laboratory",111,PDF,"Page (ACF Field)","Publications (Field: intro_text_body)",http://ai.uic.edu/wp-content/uploads/sites/111/2017/08/2012-UIC-CS-Member-Spotlight.pdf,https://ai.uic.edu/publication/
