"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
"Graduate College",74,PDF,"News (ACF Field)","If you are receiving compensation from the University, you may be able to save for retirement now (Field: intro_text_body)",https://www.hr.uillinois.edu/UserFiles/Servers/Server_4208/File/Benefits/Retirement/403b/403b_UofI_PlanDoc.pdf,https://grad.uic.edu/news-stories/if-you-are-receiving-compensation-from-the-university-you-may-be-able-to-save-for-retirement-now/
"Graduate College",74,PDF,"News (ACF Field)","If you are receiving compensation from the University, you may be able to save for retirement now (Field: intro_text_body)",https://www.hr.uillinois.edu/UserFiles/Servers/Server_4208/File/Benefits/Retirement/403b/403b_LoanProcessFlow.pdf,https://grad.uic.edu/news-stories/if-you-are-receiving-compensation-from-the-university-you-may-be-able-to-save-for-retirement-now/
"Graduate College",74,PDF,"News (ACF Field)","If you are receiving compensation from the University, you may be able to save for retirement now (Field: intro_text_body)",https://www.hr.uillinois.edu/userfiles/Servers/Server_4208/file/403b_IRSHardshipGuidelines.pdf,https://grad.uic.edu/news-stories/if-you-are-receiving-compensation-from-the-university-you-may-be-able-to-save-for-retirement-now/
"Graduate College",74,PDF,"News (ACF Field)","If you are receiving compensation from the University, you may be able to save for retirement now (Field: intro_text_body)",https://www.hr.uillinois.edu/UserFiles/Servers/Server_4208/File/Benefits/Retirement/403b/403b_HardshipProcessFlow.pdf,https://grad.uic.edu/news-stories/if-you-are-receiving-compensation-from-the-university-you-may-be-able-to-save-for-retirement-now/
"Graduate College",74,PDF,"News (ACF Field)","Change Comes to Public Service Loan Forgiveness (Field: intro_text_body)",https://republicans-edlabor.house.gov/uploadedfiles/10.5_pslf_fix_letter_to_ed_-_final.pdf,https://grad.uic.edu/news-stories/change-comes-to-public-service-loan-forgiveness/
"Graduate College",74,PDF,"News (ACF Field)","Change Comes to Public Service Loan Forgiveness (Field: intro_text_body)",https://www.gao.gov/assets/gao-21-65.pdf,https://grad.uic.edu/news-stories/change-comes-to-public-service-loan-forgiveness/
"Graduate College",74,PDF,"News (ACF Field)","What We Learned in the Pandemic About Graduate Training (Field: intro_text_body)",https://www.norc.org/PDFs/Graduate%20Studies%20COVID/NORC_COVIDWhitePaper_2021_FINAL.PDF,https://grad.uic.edu/news-stories/what-we-learned-in-the-pandemic/
"Graduate College",74,PDF,"News (ACF Field)","More International Grad Students Wanted to Come to the U.S., but Couldn’t (Field: intro_text_body)",https://cgsnet.org/sites/default/files/civicrm/persist/contribute/files/Final%20for%20the%20Public%20Release%20-%20Fall%202020%20Int_l%20Report%20_2021.02.17_.pdf,https://grad.uic.edu/news-stories/covid-effect-intl-grad/
"Graduate College",74,PDF,"News (ACF Field)","New Report Shows Impact Of COVID-19 On Older Adults And Their Caregivers (Field: intro_text_body)",https://www.norc.org/PDFs/Maintaining%20Physical%20and%20Mental%20Well/ESandNAReportNarrative.pdf,https://grad.uic.edu/news-stories/covid-impact-older-adults-and-caregivers/
"Graduate College",74,PDF,"News (ACF Field)","New Report Shows Impact Of COVID-19 On Older Adults And Their Caregivers (Field: intro_text_body)",https://www.norc.org/PDFs/Maintaining%20Physical%20and%20Mental%20Well/OACExecutiveSummary.pdf,https://grad.uic.edu/news-stories/covid-impact-older-adults-and-caregivers/
"Graduate College",74,PDF,"News (ACF Field)","New Report Shows Impact Of COVID-19 On Older Adults And Their Caregivers (Field: intro_text_body)",https://www.norc.org/PDFs/Maintaining%20Physical%20and%20Mental%20Well/OACCaregiverInfographic.pdf,https://grad.uic.edu/news-stories/covid-impact-older-adults-and-caregivers/
"Graduate College",74,PDF,"News (ACF Field)","New Report Shows Impact Of COVID-19 On Older Adults And Their Caregivers (Field: intro_text_body)",https://www.norc.org/PDFs/Maintaining%20Physical%20and%20Mental%20Well/OACCaregiverOnePager.pdf,https://grad.uic.edu/news-stories/covid-impact-older-adults-and-caregivers/
"Graduate College",74,PDF,"News (ACF Field)","New Report Shows Impact Of COVID-19 On Older Adults And Their Caregivers (Field: intro_text_body)",https://www.norc.org/PDFs/Maintaining%20Physical%20and%20Mental%20Well/OACCaregiverOnePagerSpan.pdf,https://grad.uic.edu/news-stories/covid-impact-older-adults-and-caregivers/
"Graduate College",74,PDF,"News (ACF Field)","US colleges identify shortcomings in teacher training (Field: intro_text_body)",https://edlabor.house.gov/imo/media/doc/Aim%20Higher%20Act%20--%20Bill%20Summary.pdf,https://grad.uic.edu/news-stories/us-colleges-identify-shortcomings-in-teacher-training/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug2016_ExecComm_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_PhD_in_CS_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MS_OT_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MESArevision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_EdD_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_PhDinPharmacy_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MS_Surgery_8-19-16_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_Elimination_of_the_MA_in_Mathematics_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"Page (ACF Field)","Executive Committee Agenda 8/26/2016 (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug2016_Minutes-of_08April2016.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/
"Graduate College",74,PDF,"News (ACF Field)","Top 10 Job Search Trends (Field: intro_text_body)",http://www.careerthoughtleaders.com/wp-content/up/CTL-Brainstorming-Day-2013-Whitepaper.pdf,https://grad.uic.edu/news-stories/top-10-job-search-trends/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-11-09_revised.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-04-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-20-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-13-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-06-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-30-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","Global Campus Transition Group at UIC (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-23-2009.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2018_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Fall_2017_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2017_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/Graduate_College_Fall_2016_DGS_Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2016_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Fall_2015_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Spring2015_Meeting_Agenda-rev.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Fall2014_Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Spring2014Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_F13_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_Sp13_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_F12_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","DGS and Support Staff Meetings (Field: intro_text_body)",http://ww2.xenostaging.com/uic-drupal/system/files/normal/DGS_Meeting-Sp11Agenda_20Apr2011.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/
"Graduate College",74,PDF,"Page (ACF Field)","Doctoral Degrees (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/ThesisManual_rev_9-19-2012.pdf,https://grad.uic.edu/academic-support/registration-information/degree-requirements/doctoral-degrees/
"Graduate College",74,PDF,"Page (ACF Field)","Doctoral Degrees (Field: intro_text_body)",https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/form_leave_of_absence.pdf,https://grad.uic.edu/academic-support/registration-information/degree-requirements/doctoral-degrees/
"Urban Transportation Center",75,Box,"News (ACF Field)","Argentinian Truckers Union Representatives Gain Insight Into Freight Challenges and Developments (Field: intro_text_body)",https://uofi.box.com/s/bd9tojecth82mv1tglbb649wxpas7ibl,https://utc.uic.edu/news-stories/argentinian-truckers-union-representatives-gain-insight-into-freight-challenges-and-developments/
"Urban Transportation Center",75,Box,"News (ACF Field)","UTC Contributes to 65th Annual Transportation Research Forum (Field: intro_text_body)",https://uofi.box.com/s/9ag5hw3p01cua2xaop2nesj2150h4ms9,https://utc.uic.edu/news-stories/utc-contributes-to-65th-annual-transportation-research-forum/
"Urban Transportation Center",75,Box,"News (ACF Field)","UTC Contributes to 65th Annual Transportation Research Forum (Field: intro_text_body)",https://uofi.box.com/s/8nhhj98i37o340ysm6toze1wyx11hhht,https://utc.uic.edu/news-stories/utc-contributes-to-65th-annual-transportation-research-forum/
"Urban Transportation Center",75,Box,"Research Project (ACF Field)","Regional Rural Transportation Planning and the Role of the Rural Planning Organizations (Field: abstract)",https://uofi.box.com/s/qntodotbzl4jvl3j7o1vmfucn700x9gc,https://utc.uic.edu/research/regional-rural-transportation-planning-and-the-role-of-the-rural-planning-organizations/
"Urban Transportation Center",75,Box,"News (ACF Field)","RTA and CMAP discuss future of paratransit at Urban Transportation Center seminar (Field: intro_text_body)",https://uofi.app.box.com/s/9zz6sgz0saymbi1frc7nx93p4pl60mgq,https://utc.uic.edu/news-stories/rta-and-cmap-discuss-future-of-paratransit-at-urban-transportation-center-seminar/
"Urban Transportation Center",75,Box,"Profile (ACF Field)","Jang, Jin (Field: cv_link)",https://uofi.box.com/s/d5ud0cn7vywoh1ipkmnz1ograexl516z,https://utc.uic.edu/profiles/jang-jinhyuk/
"Urban Transportation Center",75,Box,"Research Project (ACF Field)","Railroad-Highway Crossing Safety Improvement Evaluation and Prioritization Tool (Field: abstract)",https://uofi.box.com/s/d6blyfasgynyfqgel7lwcam1c3h1j8q2,https://utc.uic.edu/research/railroad-highway-crossing-safety-improvement-evaluation-and-prioritization-tool/
